Latitude (decimal degrees):	3.041
Longitude (decimal degrees):	31.053
Elevation (m):	899
Radiation database:	PVGIS-SARAH2


Slope: 5 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20191115:1906,0.0,0.0,0.0,24.14,1.93,0.0
20191115:2006,0.0,0.0,0.0,23.4,1.79,0.0
20191115:2106,0.0,0.0,0.0,22.69,1.72,0.0
20191115:2206,0.0,0.0,0.0,22.23,1.59,0.0
20191115:2306,0.0,0.0,0.0,21.71,1.59,0.0
20191116:0006,0.0,0.0,0.0,21.23,1.59,0.0
20191116:0106,0.0,0.0,0.0,20.93,1.52,0.0
20191116:0206,0.0,0.0,0.0,20.53,1.59,0.0
20191116:0306,0.0,0.0,0.0,20.19,1.59,0.0
20191116:0406,18.81,42.3,5.05,19.85,1.45,0.0
20191116:0506,223.56,305.26,19.13,22.33,0.83,0.0
20191116:0606,413.1,539.74,32.95,25.57,1.38,0.0
20191116:0706,579.88,762.55,46.22,26.91,2.21,0.0
20191116:0806,686.86,919.07,58.17,27.97,2.55,0.0
20191116:0906,731.93,993.06,66.66,28.94,2.62,0.0
20191116:1006,749.22,1027.88,67.38,29.42,2.28,0.0
20191116:1106,707.6,968.27,59.75,30.25,2.14,0.0
20191116:1206,588.79,789.84,48.13,30.71,2.34,0.0
20191116:1306,446.62,591.04,34.99,30.6,2.62,0.0
20191116:1406,237.88,327.75,21.23,30.19,2.62,0.0
20191116:1506,46.18,90.01,7.17,29.24,2.21,0.0
20191116:1606,0.0,0.0,0.0,27.7,1.72,0.0
20191116:1706,0.0,0.0,0.0,25.7,1.38,0.0
20191116:1806,0.0,0.0,0.0,27.34,0.76,0.0
20191116:1906,0.0,0.0,0.0,27.22,0.55,0.0
20191116:2006,0.0,0.0,0.0,26.68,0.76,0.0
20191116:2106,0.0,0.0,0.0,23.85,1.38,0.0
20191116:2206,0.0,0.0,0.0,21.9,1.52,0.0
20191116:2306,0.0,0.0,0.0,21.14,1.59,0.0
20191117:0006,0.0,0.0,0.0,20.63,1.66,0.0
20191117:0106,0.0,0.0,0.0,20.26,1.66,0.0
20191117:0206,0.0,0.0,0.0,19.89,1.66,0.0
20191117:0306,0.0,0.0,0.0,19.59,1.59,0.0
20191117:0406,15.49,34.63,4.98,19.47,1.52,0.0
20191117:0506,211.49,288.59,19.04,22.42,0.69,0.0
20191117:0606,384.48,508.46,32.83,25.99,0.48,0.0
20191117:0706,571.94,760.55,46.06,27.38,1.59,0.0
20191117:0806,680.24,921.43,57.97,28.17,1.86,0.0
20191117:0906,732.21,1007.15,66.41,29.31,2.0,0.0
20191117:1006,731.52,1013.19,67.15,30.25,1.93,0.0
20191117:1106,660.61,907.3,59.62,31.14,1.93,0.0
20191117:1206,590.97,798.59,48.06,31.41,2.14,0.0
20191117:1306,450.34,601.13,34.97,31.32,2.14,0.0
20191117:1406,250.9,347.76,21.23,30.79,2.07,0.0
20191117:1506,41.28,78.62,7.2,29.75,1.86,0.0
20191117:1606,0.0,0.0,0.0,28.05,1.93,0.0
20191117:1706,0.0,0.0,0.0,26.63,2.07,0.0
20191117:1806,0.0,0.0,0.0,25.34,1.93,0.0
20191117:1906,0.0,0.0,0.0,24.82,2.41,0.0
20191117:2006,0.0,0.0,0.0,24.15,2.97,0.0
20191117:2106,0.0,0.0,0.0,23.43,2.69,0.0
20191117:2206,0.0,0.0,0.0,22.98,2.34,0.0
20191117:2306,0.0,0.0,0.0,22.55,2.0,0.0
20191118:0006,0.0,0.0,0.0,22.11,1.72,0.0
20191118:0106,0.0,0.0,0.0,21.62,1.45,0.0
20191118:0206,0.0,0.0,0.0,21.16,1.31,0.0
20191118:0306,0.0,0.0,0.0,20.76,1.45,0.0
20191118:0406,14.79,33.68,4.9,19.72,1.45,0.0
20191118:0506,193.7,263.56,18.94,21.91,0.97,0.0
20191118:0606,366.06,480.34,32.71,24.82,0.55,0.0
20191118:0706,215.93,287.93,45.91,25.64,0.9,0.0
20191118:0806,493.6,654.87,57.77,26.41,1.31,0.0
20191118:0906,644.26,863.19,66.17,26.57,1.93,0.0
20191118:1006,594.29,795.01,66.93,27.42,2.0,0.0
20191118:1106,531.22,710.72,59.48,28.37,1.72,0.0
20191118:1206,519.28,691.64,47.99,28.65,1.66,0.0
20191118:1306,164.83,226.05,34.94,28.83,1.72,0.0
20191118:1406,224.77,308.64,21.24,28.65,1.79,0.0
20191118:1506,44.88,86.0,7.23,27.67,2.41,0.0
20191118:1606,0.0,0.0,0.0,26.02,2.41,0.0
20191118:1706,0.0,0.0,0.0,24.84,1.66,0.0
20191118:1806,0.0,0.0,0.0,23.63,0.97,0.0
20191118:1906,0.0,0.0,0.0,23.4,0.76,0.0
20191118:2006,0.0,0.0,0.0,22.66,0.97,0.0
20191118:2106,0.0,0.0,0.0,22.14,1.1,0.0
20191118:2206,0.0,0.0,0.0,23.09,0.69,0.0
20191118:2306,0.0,0.0,0.0,22.86,0.48,0.0
20191119:0006,0.0,0.0,0.0,21.89,0.97,0.0
20191119:0106,0.0,0.0,0.0,20.41,1.38,0.0
20191119:0206,0.0,0.0,0.0,19.95,1.38,0.0
20191119:0306,0.0,0.0,0.0,19.66,1.31,0.0
20191119:0406,10.29,25.18,4.82,19.31,1.31,0.0
20191119:0506,207.82,284.15,18.84,21.96,0.48,0.0
20191119:0606,394.58,517.94,32.59,24.68,0.55,0.0
20191119:0706,537.57,709.65,45.75,26.35,1.45,0.0
20191119:0806,536.77,713.01,57.57,27.05,1.72,0.0
20191119:0906,638.26,865.57,65.93,28.26,1.72,0.0
20191119:1006,690.81,944.98,66.72,29.48,2.0,0.0
20191119:1106,663.13,902.28,59.36,30.05,2.07,0.0
20191119:1206,584.7,784.77,47.93,30.44,2.14,0.0
20191119:1306,451.17,600.24,34.92,30.25,1.86,0.0
20191119:1406,245.42,338.26,21.25,29.33,1.79,0.0
20191119:1506,47.47,91.27,7.26,28.45,1.86,0.0
20191119:1606,0.0,0.0,0.0,27.22,1.79,0.0
20191119:1706,0.0,0.0,0.0,25.97,1.52,0.0
20191119:1806,0.0,0.0,0.0,24.87,1.24,0.0
20191119:1906,0.0,0.0,0.0,24.17,1.31,0.0
20191119:2006,0.0,0.0,0.0,23.69,1.59,0.0
20191119:2106,0.0,0.0,0.0,23.16,1.72,0.0
20191119:2206,0.0,0.0,0.0,22.58,1.66,0.0
20191119:2306,0.0,0.0,0.0,21.94,1.59,0.0
20191120:0006,0.0,0.0,0.0,21.26,1.52,0.0
20191120:0106,0.0,0.0,0.0,20.82,1.38,0.0
20191120:0206,0.0,0.0,0.0,20.47,1.38,0.0
20191120:0306,0.0,0.0,0.0,20.17,1.45,0.0
20191120:0406,20.27,49.03,4.75,19.96,1.31,0.0
20191120:0506,223.17,306.74,18.74,22.23,0.62,0.0
20191120:0606,379.34,495.88,32.46,24.14,0.62,0.0
20191120:0706,526.4,705.75,45.6,25.88,0.34,0.0
20191120:0806,641.9,867.46,57.37,27.49,1.45,0.0
20191120:0906,675.84,911.43,65.69,26.9,1.86,0.0
20191120:1006,195.05,263.56,66.52,28.21,1.93,0.0
20191120:1106,197.86,268.56,59.24,29.35,1.93,0.0
20191120:1206,66.24,101.83,47.87,29.32,1.59,0.0
20191120:1306,27.05,49.92,34.9,28.87,1.66,0.0
20191120:1406,67.67,102.83,21.26,27.57,2.0,0.0
20191120:1506,29.02,55.06,7.3,26.69,1.59,0.0
20191120:1606,0.0,0.0,0.0,25.6,1.17,0.0
20191120:1706,0.0,0.0,0.0,24.39,0.9,0.0
20191120:1806,0.0,0.0,0.0,23.62,0.83,0.0
20191120:1906,0.0,0.0,0.0,22.88,0.9,0.0
20191120:2006,0.0,0.0,0.0,22.27,1.1,0.0
20191120:2106,0.0,0.0,0.0,21.89,1.1,0.0
20191120:2206,0.0,0.0,0.0,21.81,0.9,0.0
20191120:2306,0.0,0.0,0.0,21.04,1.17,0.0
20191121:0006,0.0,0.0,0.0,20.66,1.17,0.0
20191121:0106,0.0,0.0,0.0,20.15,1.31,0.0
20191121:0206,0.0,0.0,0.0,19.8,1.38,0.0
20191121:0306,0.0,0.0,0.0,19.69,1.31,0.0
20191121:0406,1.29,8.99,4.66,19.62,1.38,0.0
20191121:0506,51.21,79.87,18.64,21.75,1.1,0.0
20191121:0606,182.64,242.8,32.34,23.58,1.45,0.0
20191121:0706,577.73,753.36,45.44,24.79,1.93,0.0
20191121:0806,685.88,916.38,57.18,26.27,2.0,0.0
20191121:0906,742.28,1013.85,65.46,27.88,1.93,0.0
20191121:1006,742.55,1021.92,66.32,29.13,1.93,0.0
20191121:1106,695.14,948.28,59.12,29.89,2.07,0.0
20191121:1206,609.31,819.22,47.82,30.25,2.07,0.0
20191121:1306,452.59,600.85,34.89,29.52,1.72,0.0
20191121:1406,251.42,347.04,21.27,29.1,1.38,0.0
20191121:1506,46.47,88.76,7.34,27.77,1.86,0.0
20191121:1606,0.0,0.0,0.0,26.42,1.79,0.0
20191121:1706,0.0,0.0,0.0,25.33,1.59,0.0
20191121:1806,0.0,0.0,0.0,24.47,1.31,0.0
20191121:1906,0.0,0.0,0.0,24.01,1.45,0.0
20191121:2006,0.0,0.0,0.0,23.82,1.52,0.0
20191121:2106,0.0,0.0,0.0,22.92,1.38,0.0
20191121:2206,0.0,0.0,0.0,22.3,1.38,0.0
20191121:2306,0.0,0.0,0.0,21.77,0.83,0.0
20191122:0006,0.0,0.0,0.0,20.87,1.24,0.0
20191122:0106,0.0,0.0,0.0,21.02,1.52,0.0
20191122:0206,0.0,0.0,0.0,20.6,0.97,0.0
20191122:0306,0.0,0.0,0.0,20.33,1.1,0.0
20191122:0406,6.7,18.97,4.58,20.24,1.03,0.0
20191122:0506,83.77,120.44,18.54,21.03,0.76,0.0
20191122:0606,129.48,176.78,32.21,21.76,0.34,0.0
20191122:0706,214.26,280.9,45.28,22.34,1.24,0.0
20191122:0806,311.92,407.74,56.98,23.81,0.97,0.0
20191122:0906,157.35,214.64,65.23,25.55,0.48,0.0
20191122:1006,397.76,530.73,66.12,27.12,0.83,0.0
20191122:1106,410.22,547.81,59.01,27.96,1.03,0.0
20191122:1206,295.95,393.81,47.77,27.89,1.1,0.0
20191122:1306,144.86,200.81,34.88,28.21,1.1,0.0
20191122:1406,172.67,237.11,21.29,27.51,1.79,0.0
20191122:1506,20.99,41.53,7.38,24.8,2.9,0.0
20191122:1606,0.0,0.0,0.0,23.62,2.07,0.0
20191122:1706,0.0,0.0,0.0,23.23,1.45,0.0
20191122:1806,0.0,0.0,0.0,22.67,0.9,0.0
20191122:1906,0.0,0.0,0.0,22.82,0.55,0.0
20191122:2006,0.0,0.0,0.0,21.31,0.97,0.0
20191122:2106,0.0,0.0,0.0,20.7,1.24,0.0
20191122:2206,0.0,0.0,0.0,20.53,1.45,0.0
20191122:2306,0.0,0.0,0.0,20.33,1.45,0.0
20191123:0006,0.0,0.0,0.0,19.88,1.45,0.0
20191123:0106,0.0,0.0,0.0,20.1,1.52,0.0
20191123:0206,0.0,0.0,0.0,20.19,1.52,0.0
20191123:0306,0.0,0.0,0.0,20.16,1.24,0.0
20191123:0406,8.33,22.24,4.5,19.98,1.17,0.0
20191123:0506,73.16,107.08,18.43,20.85,0.83,0.0
20191123:0606,215.05,281.39,32.08,21.78,0.83,0.0
20191123:0706,162.2,217.64,45.13,22.14,0.21,0.0
20191123:0806,143.5,194.68,56.79,22.48,0.34,0.0
20191123:0906,204.06,269.55,65.01,22.48,0.62,0.0
20191123:1006,144.53,195.68,65.93,22.52,0.69,0.0
20191123:1106,62.05,93.84,58.9,22.5,0.69,0.0
20191123:1206,55.64,85.86,47.72,22.84,0.97,0.0
20191123:1306,54.08,83.86,34.88,22.84,1.17,0.0
20191123:1406,162.57,219.28,21.32,22.62,1.31,0.0
20191123:1506,33.37,61.03,7.42,22.02,1.17,0.0
20191123:1606,0.0,0.0,0.0,21.18,0.83,0.0
20191123:1706,0.0,0.0,0.0,21.2,0.62,0.0
20191123:1806,0.0,0.0,0.0,20.41,0.83,0.0
20191123:1906,0.0,0.0,0.0,21.1,0.62,0.0
20191123:2006,0.0,0.0,0.0,20.22,0.83,0.0
20191123:2106,0.0,0.0,0.0,20.16,0.76,0.0
20191123:2206,0.0,0.0,0.0,19.5,1.03,0.0
20191123:2306,0.0,0.0,0.0,19.44,1.24,0.0
20191124:0006,0.0,0.0,0.0,19.42,1.17,0.0
20191124:0106,0.0,0.0,0.0,19.48,1.1,0.0
20191124:0206,0.0,0.0,0.0,19.44,0.9,0.0
20191124:0306,0.0,0.0,0.0,19.54,0.69,0.0
20191124:0406,6.7,18.97,4.41,20.16,0.28,0.0
20191124:0506,92.37,130.85,18.32,20.15,0.41,0.0
20191124:0606,239.25,311.03,31.95,20.92,0.41,0.0
20191124:0706,422.84,545.76,44.97,20.72,0.48,0.0
20191124:0806,538.99,703.64,56.6,21.17,0.83,0.0
20191124:0906,641.99,860.93,64.79,22.16,0.62,0.0
20191124:1006,617.07,828.96,65.75,23.1,0.62,0.0
20191124:1106,623.87,833.58,58.8,23.64,0.9,0.0
20191124:1206,569.99,752.71,47.68,24.42,1.03,0.0
20191124:1306,434.59,568.18,34.87,25.25,1.1,0.0
20191124:1406,158.49,217.09,21.34,25.38,1.03,0.0
20191124:1506,25.86,49.15,7.47,24.96,0.97,0.0
20191124:1606,0.0,0.0,0.0,23.73,1.1,0.0
20191124:1706,0.0,0.0,0.0,22.54,1.1,0.0
20191124:1806,0.0,0.0,0.0,22.09,1.45,0.0
20191124:1906,0.0,0.0,0.0,21.31,1.24,0.0
20191124:2006,0.0,0.0,0.0,21.37,0.97,0.0
20191124:2106,0.0,0.0,0.0,21.03,1.03,0.0
20191124:2206,0.0,0.0,0.0,22.27,0.21,0.0
20191124:2306,0.0,0.0,0.0,22.13,0.41,0.0
20191125:0006,0.0,0.0,0.0,21.56,0.76,0.0
20191125:0106,0.0,0.0,0.0,21.21,0.76,0.0
20191125:0206,0.0,0.0,0.0,21.13,0.55,0.0
20191125:0306,0.0,0.0,0.0,20.88,0.07,0.0
20191125:0406,7.67,21.27,4.32,20.6,0.41,0.0
20191125:0506,85.48,122.6,18.22,20.67,0.28,0.0
20191125:0606,333.29,432.18,31.83,21.39,0.14,0.0
20191125:0706,521.79,684.7,44.82,21.74,0.28,0.0
20191125:0806,448.1,586.84,56.41,23.13,0.76,0.0
20191125:0906,648.12,860.17,64.58,24.83,1.93,0.0
20191125:1006,156.12,211.65,65.57,25.61,2.34,0.0
20191125:1106,107.54,151.75,58.7,25.84,2.34,0.0
20191125:1206,61.13,93.84,47.64,26.01,2.21,0.0
20191125:1306,49.32,78.87,34.88,26.26,1.66,0.0
20191125:1406,32.63,56.91,21.37,26.11,1.79,0.0
20191125:1506,4.21,14.98,7.52,25.5,1.93,0.0
20191125:1606,0.0,0.0,0.0,24.22,1.45,0.0
20191125:1706,0.0,0.0,0.0,22.62,1.03,0.0
20191125:1806,0.0,0.0,0.0,22.83,0.83,0.0
20191125:1906,0.0,0.0,0.0,23.21,0.76,0.0
20191125:2006,0.0,0.0,0.0,23.32,0.69,0.0
20191125:2106,0.0,0.0,0.0,21.57,1.17,0.0
20191125:2206,0.0,0.0,0.0,20.91,1.24,0.0
20191125:2306,0.0,0.0,0.0,20.64,1.24,0.0
20191126:0006,0.0,0.0,0.0,20.02,1.31,0.0
20191126:0106,0.0,0.0,0.0,19.88,1.24,0.0
20191126:0206,0.0,0.0,0.0,19.7,1.17,0.0
20191126:0306,0.0,0.0,0.0,19.41,1.24,0.0
20191126:0406,15.97,41.23,4.23,19.46,1.24,0.0
20191126:0506,177.05,241.55,18.11,20.87,0.76,0.0
20191126:0606,203.3,267.9,31.7,23.13,1.31,0.0
20191126:0706,534.51,694.02,44.66,24.04,1.72,0.0
20191126:0806,608.2,801.27,56.23,25.57,2.14,0.0
20191126:0906,567.76,751.17,64.37,26.97,2.41,0.0
20191126:1006,324.08,427.38,65.4,27.79,2.48,0.0
20191126:1106,50.38,80.87,58.61,28.28,2.34,0.0
20191126:1206,40.4,67.89,47.61,28.62,2.14,0.0
20191126:1306,27.15,49.92,34.88,28.3,2.07,0.0
20191126:1406,190.66,260.18,21.4,27.52,2.21,0.0
20191126:1506,45.76,83.81,7.57,25.46,2.69,0.0
20191126:1606,0.0,0.0,0.0,23.85,2.48,0.0
20191126:1706,0.0,0.0,0.0,22.91,1.86,0.0
20191126:1806,0.0,0.0,0.0,22.26,1.52,0.0
20191126:1906,0.0,0.0,0.0,21.15,0.9,0.0
20191126:2006,0.0,0.0,0.0,20.55,0.97,0.0
20191126:2106,0.0,0.0,0.0,19.92,1.38,0.0
20191126:2206,0.0,0.0,0.0,19.6,1.24,0.0
20191126:2306,0.0,0.0,0.0,19.6,1.03,0.0
20191127:0006,0.0,0.0,0.0,19.84,0.9,0.0
20191127:0106,0.0,0.0,0.0,19.77,0.97,0.0
20191127:0206,0.0,0.0,0.0,19.35,1.31,0.0
20191127:0306,0.0,0.0,0.0,19.28,1.1,0.0
20191127:0406,14.91,39.14,4.14,19.28,1.03,0.0
20191127:0506,208.39,286.09,18.0,20.96,0.62,0.0
20191127:0606,406.83,532.04,31.57,23.84,0.62,0.0
20191127:0706,568.55,746.27,44.51,25.31,1.59,0.0
20191127:0806,682.52,910.43,56.04,26.79,2.21,0.0
20191127:0906,678.12,909.6,64.17,27.99,2.55,0.0
20191127:1006,747.49,1014.72,65.24,28.71,2.55,0.0
20191127:1106,651.7,875.8,58.53,29.03,2.41,0.0
20191127:1206,473.64,628.84,47.58,29.46,2.07,0.0
20191127:1306,421.82,557.41,34.89,29.48,2.07,0.0
20191127:1406,257.46,352.72,21.44,28.97,2.21,0.0
20191127:1506,49.34,91.97,7.63,27.99,1.72,0.0
20191127:1606,0.0,0.0,0.0,26.52,1.38,0.0
20191127:1706,0.0,0.0,0.0,25.22,1.1,0.0
20191127:1806,0.0,0.0,0.0,25.06,1.03,0.0
20191127:1906,0.0,0.0,0.0,23.8,1.66,0.0
20191127:2006,0.0,0.0,0.0,23.08,1.66,0.0
20191127:2106,0.0,0.0,0.0,22.34,1.66,0.0
20191127:2206,0.0,0.0,0.0,21.61,1.59,0.0
20191127:2306,0.0,0.0,0.0,21.28,1.38,0.0
20191128:0006,0.0,0.0,0.0,20.42,1.45,0.0
20191128:0106,0.0,0.0,0.0,19.95,1.66,0.0
20191128:0206,0.0,0.0,0.0,19.58,1.66,0.0
20191128:0306,0.0,0.0,0.0,19.34,1.66,0.0
20191128:0406,12.26,31.8,4.04,19.03,1.52,0.0
20191128:0506,178.04,243.47,17.89,21.19,0.97,0.0
20191128:0606,223.87,295.46,31.44,24.16,0.9,0.0
20191128:0706,493.14,648.01,44.35,26.46,1.59,0.0
20191128:0806,125.33,175.71,55.86,27.84,1.52,0.0
20191128:0906,720.21,987.79,63.97,28.74,1.79,0.0
20191128:1006,729.68,997.87,65.08,28.86,2.07,0.0
20191128:1106,627.12,849.86,58.44,29.45,1.86,0.0
20191128:1206,599.56,800.86,47.56,29.16,2.07,0.0
20191128:1306,446.6,590.28,34.9,29.55,2.14,0.0
20191128:1406,254.89,348.99,21.48,28.64,1.86,0.0
20191128:1506,51.08,94.32,7.69,27.4,1.66,0.0
20191128:1606,0.0,0.0,0.0,25.79,1.52,0.0
20191128:1706,0.0,0.0,0.0,24.32,1.24,0.0
20191128:1806,0.0,0.0,0.0,23.58,0.83,0.0
20191128:1906,0.0,0.0,0.0,24.54,0.83,0.0
20191128:2006,0.0,0.0,0.0,22.78,1.31,0.0
20191128:2106,0.0,0.0,0.0,21.83,1.52,0.0
20191128:2206,0.0,0.0,0.0,21.28,1.52,0.0
20191128:2306,0.0,0.0,0.0,20.82,1.45,0.0
20191129:0006,0.0,0.0,0.0,20.29,1.45,0.0
20191129:0106,0.0,0.0,0.0,20.18,1.31,0.0
20191129:0206,0.0,0.0,0.0,19.83,1.31,0.0
20191129:0306,0.0,0.0,0.0,19.29,1.31,0.0
20191129:0406,7.13,20.32,3.95,18.87,1.31,0.0
20191129:0506,199.0,273.41,17.77,21.2,0.76,0.0
20191129:0606,402.39,529.53,31.3,24.3,0.34,0.0
20191129:0706,545.01,731.62,44.2,26.58,0.55,0.0
20191129:0806,639.12,868.77,55.69,27.96,1.24,0.0
20191129:0906,657.54,898.2,63.78,29.03,1.66,0.0
20191129:1006,641.01,874.57,64.93,29.54,1.79,0.0
20191129:1106,612.71,830.33,58.37,29.91,1.93,0.0
20191129:1206,578.55,775.78,47.54,29.97,2.0,0.0
20191129:1306,372.1,491.97,34.92,29.31,1.93,0.0
20191129:1406,211.56,289.22,21.52,28.45,1.93,0.0
20191129:1506,55.7,104.53,7.75,27.91,2.0,0.0
20191129:1606,0.0,0.0,0.0,26.79,1.86,0.0
20191129:1706,0.0,0.0,0.0,25.59,1.72,0.0
20191129:1806,0.0,0.0,0.0,24.61,1.66,0.0
20191129:1906,0.0,0.0,0.0,23.73,1.38,0.0
20191129:2006,0.0,0.0,0.0,23.46,1.38,0.0
20191129:2106,0.0,0.0,0.0,23.09,1.52,0.0
20191129:2206,0.0,0.0,0.0,22.59,1.52,0.0
20191129:2306,0.0,0.0,0.0,22.33,1.38,0.0
20191130:0006,0.0,0.0,0.0,21.98,1.38,0.0
20191130:0106,0.0,0.0,0.0,21.87,1.31,0.0
20191130:0206,0.0,0.0,0.0,21.73,1.31,0.0
20191130:0306,0.0,0.0,0.0,21.85,1.1,0.0
20191130:0406,0.0,3.0,3.85,22.76,0.83,0.0
20191130:0506,14.25,30.95,17.66,23.69,0.14,0.0
20191130:0606,95.4,136.77,31.17,25.21,0.83,0.0
20191130:0706,150.69,206.66,44.05,26.66,1.24,0.0
20191130:0806,494.36,656.27,55.51,27.69,1.72,0.0
20191130:0906,519.15,694.83,63.59,28.46,1.79,0.0
20191130:1006,538.62,724.36,64.79,28.97,1.79,0.0
20191130:1106,489.33,654.57,58.3,29.32,1.86,0.0
20191130:1206,546.17,728.63,47.52,29.29,1.93,0.0
20191130:1306,404.23,535.15,34.94,29.1,1.66,0.0
20191130:1406,248.76,340.85,21.56,28.67,1.59,0.0
20191130:1506,53.91,99.79,7.81,27.97,1.93,0.0
20191130:1606,0.0,0.0,0.0,26.76,1.66,0.0
20191130:1706,0.0,0.0,0.0,25.4,1.52,0.0
20191130:1806,0.0,0.0,0.0,24.2,1.38,0.0
20191130:1906,0.0,0.0,0.0,24.85,0.9,0.0
20191130:2006,0.0,0.0,0.0,25.52,0.76,0.0
20191130:2106,0.0,0.0,0.0,25.36,0.62,0.0
20191130:2206,0.0,0.0,0.0,24.7,0.83,0.0
20191130:2306,0.0,0.0,0.0,23.21,0.97,0.0
20191201:0006,0.0,0.0,0.0,22.33,1.1,0.0
20191201:0106,0.0,0.0,0.0,21.85,1.1,0.0
20191201:0206,0.0,0.0,0.0,21.47,1.1,0.0
20191201:0306,0.0,0.0,0.0,21.39,1.03,0.0
20191201:0406,11.13,31.47,3.75,22.23,0.76,0.0
20191201:0506,110.42,156.07,17.55,22.9,0.21,0.0
20191201:0606,305.56,401.25,31.04,24.67,0.55,0.0
20191201:0706,246.15,325.77,43.9,26.3,1.59,0.0
20191201:0806,277.14,366.21,55.34,26.8,1.79,0.0
20191201:0906,292.38,388.0,63.41,27.9,1.86,0.0
20191201:1006,590.99,796.96,64.65,28.9,1.93,0.0
20191201:1106,600.97,810.21,58.24,29.42,2.0,0.0
20191201:1206,536.94,717.86,47.51,29.67,1.86,0.0
20191201:1306,435.25,578.38,34.97,29.55,1.59,0.0
20191201:1406,230.04,314.39,21.61,28.98,2.21,0.0
20191201:1506,37.76,68.7,7.88,27.94,2.14,0.0
20191201:1606,0.0,0.0,0.0,26.75,1.86,0.0
20191201:1706,0.0,0.0,0.0,25.56,1.38,0.0
20191201:1806,0.0,0.0,0.0,24.59,1.38,0.0
20191201:1906,0.0,0.0,0.0,23.96,1.1,0.0
20191201:2006,0.0,0.0,0.0,23.73,0.83,0.0
20191201:2106,0.0,0.0,0.0,22.06,1.24,0.0
20191201:2206,0.0,0.0,0.0,21.59,0.97,0.0
20191201:2306,0.0,0.0,0.0,22.17,0.41,0.0
20191202:0006,0.0,0.0,0.0,21.71,0.28,0.0
20191202:0106,0.0,0.0,0.0,21.33,0.21,0.0
20191202:0206,0.0,0.0,0.0,20.99,0.48,0.0
20191202:0306,0.0,0.0,0.0,20.35,0.62,0.0
20191202:0406,0.0,3.99,3.65,20.44,0.41,0.0
20191202:0506,53.75,82.86,17.43,20.83,0.28,0.0
20191202:0606,51.12,79.87,30.91,21.96,0.69,0.0
20191202:0706,224.43,299.26,43.75,24.94,0.14,0.0
20191202:0806,225.07,301.67,55.17,26.71,0.69,0.0
20191202:0906,598.98,806.44,63.24,27.29,1.52,0.0
20191202:1006,607.94,816.52,64.52,27.98,2.0,0.0
20191202:1106,580.21,776.34,58.18,28.34,2.0,0.0
20191202:1206,582.89,779.73,47.51,28.28,1.59,0.0
20191202:1306,456.34,608.93,34.99,28.04,0.76,0.0
20191202:1406,255.94,349.07,21.66,26.4,0.55,0.0
20191202:1506,57.25,104.95,7.95,26.37,0.14,0.0
20191202:1606,0.0,0.0,0.0,25.38,0.69,0.0
20191202:1706,0.0,0.0,0.0,24.58,0.9,0.0
20191202:1806,0.0,0.0,0.0,23.19,1.24,0.0
20191202:1906,0.0,0.0,0.0,22.62,0.9,0.0
20191202:2006,0.0,0.0,0.0,23.11,0.69,0.0
20191202:2106,0.0,0.0,0.0,21.79,0.9,0.0
20191202:2206,0.0,0.0,0.0,20.82,1.52,0.0
20191202:2306,0.0,0.0,0.0,20.38,1.52,0.0
20191203:0006,0.0,0.0,0.0,19.98,1.24,0.0
20191203:0106,0.0,0.0,0.0,19.84,1.24,0.0
20191203:0206,0.0,0.0,0.0,19.62,1.24,0.0
20191203:0306,0.0,0.0,0.0,19.38,1.31,0.0
20191203:0406,0.0,3.0,3.55,19.63,1.1,0.0
20191203:0506,55.31,84.86,17.32,21.08,0.69,0.0
20191203:0606,283.5,370.25,30.78,23.6,0.76,0.0
20191203:0706,437.92,572.99,43.61,24.1,0.76,0.0
20191203:0806,445.13,590.08,55.01,25.02,0.55,0.0
20191203:0906,549.16,739.38,63.07,25.93,0.76,0.0
20191203:1006,577.05,776.56,64.39,27.17,1.38,0.0
20191203:1106,120.71,169.72,58.12,27.84,1.93,0.0
20191203:1206,241.69,322.25,47.51,28.04,2.0,0.0
20191203:1306,304.75,403.05,35.03,28.15,1.59,0.0
20191203:1406,232.72,316.49,21.72,27.71,1.72,0.0
20191203:1506,33.68,61.4,8.02,26.74,1.93,0.0
20191203:1606,0.0,0.0,0.0,25.42,1.38,0.0
20191203:1706,0.0,0.0,0.0,25.35,0.34,0.0
20191203:1806,0.0,0.0,0.0,23.92,0.76,0.0
20191203:1906,0.0,0.0,0.0,22.33,1.38,0.0
20191203:2006,0.0,0.0,0.0,22.14,1.59,0.0
20191203:2106,0.0,0.0,0.0,21.57,1.59,0.0
20191203:2206,0.0,0.0,0.0,21.03,1.45,0.0
20191203:2306,0.0,0.0,0.0,20.74,1.17,0.0
20191204:0006,0.0,0.0,0.0,20.47,1.1,0.0
20191204:0106,0.0,0.0,0.0,20.28,0.97,0.0
20191204:0206,0.0,0.0,0.0,20.14,0.97,0.0
20191204:0306,0.0,0.0,0.0,20.06,0.9,0.0
20191204:0406,7.84,23.24,3.45,19.6,1.03,0.0
20191204:0506,200.22,277.54,17.2,21.15,0.69,0.0
20191204:0606,393.07,512.46,30.65,23.67,0.83,0.0
20191204:0706,508.87,673.56,43.46,25.4,0.76,0.0
20191204:0806,588.89,807.07,54.84,26.93,0.28,0.0
