Latitude (decimal degrees):	2.303
Longitude (decimal degrees):	32.964
Elevation (m):	1120
Radiation database:	PVGIS-SARAH2


Slope: 4 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20191116:1806,0.0,0.0,0.0,23.4,1.86,0.0
20191116:1906,0.0,0.0,0.0,22.83,2.0,0.0
20191116:2006,0.0,0.0,0.0,22.1,2.14,0.0
20191116:2106,0.0,0.0,0.0,21.62,2.14,0.0
20191116:2206,0.0,0.0,0.0,21.12,2.0,0.0
20191116:2306,0.0,0.0,0.0,20.27,2.0,0.0
20191117:0006,0.0,0.0,0.0,19.92,2.0,0.0
20191117:0106,0.0,0.0,0.0,19.46,2.07,0.0
20191117:0206,0.0,0.0,0.0,19.11,2.14,0.0
20191117:0306,0.0,0.0,0.0,18.79,2.21,0.0
20191117:0406,44.84,83.78,7.0,18.6,2.14,0.0
20191117:0506,246.9,326.26,21.06,20.3,1.79,0.0
20191117:0606,440.68,562.76,34.85,23.1,2.48,0.0
20191117:0706,605.42,780.91,48.05,25.14,3.38,0.0
20191117:0806,720.53,949.25,59.82,26.82,3.59,0.0
20191117:0906,779.8,1047.87,67.73,28.21,3.38,0.0
20191117:1006,783.59,1066.93,67.27,29.23,2.9,0.0
20191117:1106,717.04,974.16,58.82,29.86,2.48,0.0
20191117:1206,599.76,803.5,46.85,30.22,2.28,0.0
20191117:1306,439.47,584.4,33.57,30.15,2.0,0.0
20191117:1406,227.21,318.98,19.74,29.8,1.66,0.0
20191117:1506,23.1,51.72,5.67,28.04,0.97,0.0
20191117:1606,0.0,0.0,0.0,26.84,1.59,0.0
20191117:1706,0.0,0.0,0.0,24.97,1.93,0.0
20191117:1806,0.0,0.0,0.0,22.62,1.45,0.0
20191117:1906,0.0,0.0,0.0,22.14,1.38,0.0
20191117:2006,0.0,0.0,0.0,21.84,0.97,0.0
20191117:2106,0.0,0.0,0.0,21.55,1.24,0.0
20191117:2206,0.0,0.0,0.0,21.11,0.9,0.0
20191117:2306,0.0,0.0,0.0,20.57,0.9,0.0
20191118:0006,0.0,0.0,0.0,20.32,0.83,0.0
20191118:0106,0.0,0.0,0.0,19.93,1.03,0.0
20191118:0206,0.0,0.0,0.0,19.5,0.97,0.0
20191118:0306,0.0,0.0,0.0,19.14,1.03,0.0
20191118:0406,27.62,51.8,6.93,18.77,1.03,0.0
20191118:0506,201.73,269.86,20.97,21.16,0.62,0.0
20191118:0606,404.02,524.22,34.73,23.54,0.97,0.0
20191118:0706,540.92,713.12,47.9,24.42,0.97,0.0
20191118:0806,618.56,833.16,59.62,25.5,0.97,0.0
20191118:0906,596.22,804.86,67.48,26.54,1.17,0.0
20191118:1006,662.85,903.93,67.06,26.99,1.24,0.0
20191118:1106,606.31,818.74,58.7,27.09,1.17,0.0
20191118:1206,478.06,637.49,46.79,27.29,0.83,0.0
20191118:1306,25.99,47.94,33.55,26.27,1.52,0.0
20191118:1406,33.04,56.93,19.75,23.99,2.76,0.0
20191118:1506,15.48,34.23,5.7,23.12,2.34,0.0
20191118:1606,0.0,0.0,0.0,22.37,1.66,0.0
20191118:1706,0.0,0.0,0.0,21.73,1.24,0.0
20191118:1806,0.0,0.0,0.0,21.17,1.86,0.0
20191118:1906,0.0,0.0,0.0,20.77,1.45,0.0
20191118:2006,0.0,0.0,0.0,20.33,1.52,0.0
20191118:2106,0.0,0.0,0.0,19.92,1.24,0.0
20191118:2206,0.0,0.0,0.0,19.55,0.83,0.0
20191118:2306,0.0,0.0,0.0,19.75,0.62,0.0
20191119:0006,0.0,0.0,0.0,19.52,0.48,0.0
20191119:0106,0.0,0.0,0.0,19.26,0.41,0.0
20191119:0206,0.0,0.0,0.0,18.36,0.83,0.0
20191119:0306,0.0,0.0,0.0,17.65,1.03,0.0
20191119:0406,37.63,70.41,6.85,17.87,0.76,0.0
20191119:0506,243.12,324.12,20.87,19.77,0.41,0.0
20191119:0606,442.38,572.92,34.61,21.51,0.48,0.0
20191119:0706,578.13,769.37,47.74,23.65,0.48,0.0
20191119:0806,682.93,925.12,59.42,25.71,1.17,0.0
20191119:0906,731.79,1000.62,67.24,27.21,1.66,0.0
20191119:1006,728.29,992.29,66.86,28.16,2.07,0.0
20191119:1106,701.72,952.11,58.59,28.45,1.93,0.0
20191119:1206,586.34,785.37,46.74,28.47,1.52,0.0
20191119:1306,429.03,570.18,33.54,28.61,1.24,0.0
20191119:1406,222.51,311.74,19.77,28.15,0.69,0.0
20191119:1506,27.71,59.47,5.74,27.23,0.9,0.0
20191119:1606,0.0,0.0,0.0,25.61,1.59,0.0
20191119:1706,0.0,0.0,0.0,24.1,1.45,0.0
20191119:1806,0.0,0.0,0.0,23.28,1.86,0.0
20191119:1906,0.0,0.0,0.0,22.12,1.17,0.0
20191119:2006,0.0,0.0,0.0,21.84,1.17,0.0
20191119:2106,0.0,0.0,0.0,21.33,1.1,0.0
20191119:2206,0.0,0.0,0.0,20.74,1.03,0.0
20191119:2306,0.0,0.0,0.0,20.22,0.97,0.0
20191120:0006,0.0,0.0,0.0,19.84,0.83,0.0
20191120:0106,0.0,0.0,0.0,19.67,0.69,0.0
20191120:0206,0.0,0.0,0.0,19.26,0.76,0.0
20191120:0306,0.0,0.0,0.0,19.45,0.55,0.0
20191120:0406,37.43,70.55,6.77,19.05,0.69,0.0
20191120:0506,221.84,298.02,20.77,21.47,0.41,0.0
20191120:0606,426.46,555.95,34.48,23.43,0.62,0.0
20191120:0706,565.86,743.07,47.58,24.18,1.24,0.0
20191120:0806,571.62,766.43,59.22,25.3,0.83,0.0
20191120:0906,434.08,580.61,67.0,26.29,0.55,0.0
20191120:1006,586.49,799.14,66.67,27.31,0.83,0.0
20191120:1106,589.21,805.45,58.48,27.42,0.55,0.0
20191120:1206,567.18,752.57,46.69,26.45,1.31,0.0
20191120:1306,225.17,297.07,33.53,25.29,1.86,0.0
20191120:1406,10.9,25.97,19.79,24.5,1.45,0.0
20191120:1506,1.69,9.99,5.78,24.19,1.45,0.0
20191120:1606,0.0,0.0,0.0,23.29,0.62,0.0
20191120:1706,0.0,0.0,0.0,22.55,0.55,0.0
20191120:1806,0.0,0.0,0.0,21.6,0.97,0.0
20191120:1906,0.0,0.0,0.0,20.59,1.31,0.0
20191120:2006,0.0,0.0,0.0,20.2,1.1,0.0
20191120:2106,0.0,0.0,0.0,19.7,0.41,0.0
20191120:2206,0.0,0.0,0.0,19.24,0.83,0.0
20191120:2306,0.0,0.0,0.0,19.09,0.76,0.0
20191121:0006,0.0,0.0,0.0,18.83,0.9,0.0
20191121:0106,0.0,0.0,0.0,18.61,1.1,0.0
20191121:0206,0.0,0.0,0.0,18.48,1.31,0.0
20191121:0306,0.0,0.0,0.0,18.2,1.38,0.0
20191121:0406,20.77,40.78,6.69,18.16,1.17,0.0
20191121:0506,185.93,246.87,20.67,19.63,1.24,0.0
20191121:0606,368.37,470.13,34.36,21.55,1.66,0.0
20191121:0706,591.23,769.28,47.43,23.65,1.79,0.0
20191121:0806,678.73,900.49,59.02,25.22,2.07,0.0
20191121:0906,661.13,885.54,66.77,26.36,2.0,0.0
20191121:1006,582.59,782.32,66.48,27.44,1.66,0.0
20191121:1106,629.49,852.79,58.38,27.91,1.38,0.0
20191121:1206,549.02,731.23,46.65,27.85,1.45,0.0
20191121:1306,417.48,549.92,33.53,27.75,1.59,0.0
20191121:1406,197.15,272.57,19.81,26.92,1.38,0.0
20191121:1506,19.62,41.57,5.82,25.74,0.9,0.0
20191121:1606,0.0,0.0,0.0,24.63,0.34,0.0
20191121:1706,0.0,0.0,0.0,22.87,1.52,0.0
20191121:1806,0.0,0.0,0.0,21.26,1.38,0.0
20191121:1906,0.0,0.0,0.0,20.28,1.52,0.0
20191121:2006,0.0,0.0,0.0,19.66,0.97,0.0
20191121:2106,0.0,0.0,0.0,19.21,0.14,0.0
20191121:2206,0.0,0.0,0.0,18.99,0.48,0.0
20191121:2306,0.0,0.0,0.0,18.84,0.62,0.0
20191122:0006,0.0,0.0,0.0,18.69,0.76,0.0
20191122:0106,0.0,0.0,0.0,18.57,0.28,0.0
20191122:0206,0.0,0.0,0.0,18.33,0.97,0.0
20191122:0306,0.0,0.0,0.0,18.38,1.24,0.0
20191122:0406,10.62,24.97,6.61,18.28,1.24,0.0
20191122:0506,88.57,125.14,20.56,19.46,1.24,0.0
20191122:0606,262.06,337.65,34.23,21.07,1.24,0.0
20191122:0706,458.26,600.0,47.27,22.94,0.48,0.0
20191122:0806,631.77,855.99,58.82,24.32,0.48,0.0
20191122:0906,621.06,848.54,66.54,25.44,0.48,0.0
20191122:1006,462.95,620.3,66.3,26.34,0.62,0.0
20191122:1106,591.25,809.14,58.28,26.99,0.41,0.0
20191122:1206,362.29,486.48,46.61,27.55,0.0,0.0
20191122:1306,337.21,450.51,33.52,27.69,0.21,0.0
20191122:1406,10.71,25.97,19.84,27.42,0.34,0.0
20191122:1506,0.0,4.99,5.87,24.54,1.1,0.0
20191122:1606,0.0,0.0,0.0,22.5,1.79,0.0
20191122:1706,0.0,0.0,0.0,21.45,1.45,0.0
20191122:1806,0.0,0.0,0.0,20.75,1.72,0.0
20191122:1906,0.0,0.0,0.0,20.08,1.86,0.0
20191122:2006,0.0,0.0,0.0,19.65,1.52,0.0
20191122:2106,0.0,0.0,0.0,19.38,1.1,0.0
20191122:2206,0.0,0.0,0.0,19.26,1.59,0.0
20191122:2306,0.0,0.0,0.0,19.17,1.52,0.0
20191123:0006,0.0,0.0,0.0,19.08,1.17,0.0
20191123:0106,0.0,0.0,0.0,19.11,1.03,0.0
20191123:0206,0.0,0.0,0.0,19.02,0.55,0.0
20191123:0306,0.0,0.0,0.0,19.01,0.34,0.0
20191123:0406,0.08,5.99,6.52,18.79,0.34,0.0
20191123:0506,16.02,32.96,20.46,19.13,0.07,0.0
20191123:0606,50.93,78.91,34.1,19.58,0.28,0.0
20191123:0706,51.66,79.9,47.11,20.47,2.21,0.0
20191123:0806,69.3,101.88,58.63,20.77,2.34,0.0
20191123:0906,148.66,197.76,66.31,20.69,2.83,0.0
20191123:1006,141.53,188.78,66.12,20.37,3.17,0.0
20191123:1106,121.67,164.8,58.18,20.24,3.31,0.0
20191123:1206,98.58,136.84,46.57,19.97,3.66,0.0
20191123:1306,107.83,147.82,33.53,19.68,3.38,0.0
20191123:1406,79.82,114.06,19.86,19.32,3.17,0.0
20191123:1506,2.76,11.99,5.92,19.1,2.76,0.0
20191123:1606,0.0,0.0,0.0,18.86,2.76,0.0
20191123:1706,0.0,0.0,0.0,18.86,2.62,0.0
20191123:1806,0.0,0.0,0.0,18.8,2.21,0.0
20191123:1906,0.0,0.0,0.0,18.83,1.38,0.0
20191123:2006,0.0,0.0,0.0,18.81,1.31,0.0
20191123:2106,0.0,0.0,0.0,18.73,1.1,0.0
20191123:2206,0.0,0.0,0.0,18.65,1.1,0.0
20191123:2306,0.0,0.0,0.0,18.57,1.03,0.0
20191124:0006,0.0,0.0,0.0,18.46,0.97,0.0
20191124:0106,0.0,0.0,0.0,18.33,1.17,0.0
20191124:0206,0.0,0.0,0.0,18.24,1.03,0.0
20191124:0306,0.0,0.0,0.0,18.11,1.17,0.0
20191124:0406,24.12,46.76,6.43,18.02,1.24,0.0
20191124:0506,163.61,217.35,20.35,18.32,1.17,0.0
20191124:0606,321.24,406.46,33.97,19.04,1.52,0.0
20191124:0706,431.46,549.99,46.95,20.37,1.45,0.0
20191124:0806,593.74,775.06,58.43,21.74,1.38,0.0
20191124:0906,564.03,740.37,66.1,23.15,1.52,0.0
20191124:1006,523.22,684.41,65.95,24.4,2.0,0.0
20191124:1106,482.3,629.17,58.1,25.31,2.21,0.0
20191124:1206,390.13,506.7,46.54,25.53,2.14,0.0
20191124:1306,390.06,505.05,33.53,25.37,2.14,0.0
20191124:1406,172.91,235.88,19.89,24.47,1.86,0.0
20191124:1506,22.52,46.23,5.97,23.57,1.24,0.0
20191124:1606,0.0,0.0,0.0,22.41,0.97,0.0
20191124:1706,0.0,0.0,0.0,21.59,0.9,0.0
20191124:1806,0.0,0.0,0.0,20.88,0.9,0.0
20191124:1906,0.0,0.0,0.0,20.29,1.03,0.0
20191124:2006,0.0,0.0,0.0,19.84,1.03,0.0
20191124:2106,0.0,0.0,0.0,19.45,1.1,0.0
20191124:2206,0.0,0.0,0.0,19.07,0.97,0.0
20191124:2306,0.0,0.0,0.0,19.04,0.9,0.0
20191125:0006,0.0,0.0,0.0,18.93,0.83,0.0
20191125:0106,0.0,0.0,0.0,18.84,0.76,0.0
20191125:0206,0.0,0.0,0.0,18.83,0.76,0.0
20191125:0306,0.0,0.0,0.0,18.39,0.9,0.0
20191125:0406,17.27,35.56,6.35,18.26,0.83,0.0
20191125:0506,80.87,116.06,20.24,19.91,0.83,0.0
20191125:0606,365.44,469.16,33.84,21.28,0.9,0.0
20191125:0706,538.98,695.02,46.8,20.75,1.1,0.0
20191125:0806,589.96,773.2,58.24,21.23,0.97,0.0
20191125:0906,590.67,777.78,65.88,22.16,1.17,0.0
20191125:1006,661.21,877.19,65.78,22.4,1.31,0.0
20191125:1106,640.46,843.21,58.01,22.45,1.38,0.0
20191125:1206,282.52,366.15,46.51,22.73,1.45,0.0
20191125:1306,427.58,550.71,33.54,23.08,1.52,0.0
20191125:1406,226.67,307.96,19.93,23.52,1.52,0.0
20191125:1506,33.13,68.47,6.03,23.0,1.03,0.0
20191125:1606,0.0,0.0,0.0,22.11,0.83,0.0
20191125:1706,0.0,0.0,0.0,21.35,1.24,0.0
20191125:1806,0.0,0.0,0.0,20.52,1.31,0.0
20191125:1906,0.0,0.0,0.0,20.27,1.1,0.0
20191125:2006,0.0,0.0,0.0,20.04,1.24,0.0
20191125:2106,0.0,0.0,0.0,19.56,1.31,0.0
20191125:2206,0.0,0.0,0.0,19.35,1.31,0.0
20191125:2306,0.0,0.0,0.0,19.07,1.31,0.0
20191126:0006,0.0,0.0,0.0,18.71,1.24,0.0
20191126:0106,0.0,0.0,0.0,18.22,1.03,0.0
20191126:0206,0.0,0.0,0.0,17.81,0.83,0.0
20191126:0306,0.0,0.0,0.0,17.47,0.9,0.0
20191126:0406,26.23,50.5,6.25,17.29,0.83,0.0
20191126:0506,116.03,159.3,20.13,19.35,0.41,0.0
20191126:0606,374.65,482.64,33.71,21.95,0.9,0.0
20191126:0706,367.74,476.06,46.64,23.55,1.45,0.0
20191126:0806,451.14,590.33,58.05,24.73,1.52,0.0
20191126:0906,538.98,713.08,65.68,25.48,1.66,0.0
20191126:1006,523.07,689.88,65.62,26.16,2.07,0.0
20191126:1106,467.21,609.3,57.93,24.96,2.0,0.0
20191126:1206,522.3,680.18,46.49,25.25,2.0,0.0
20191126:1306,408.88,530.79,33.55,25.4,1.86,0.0
20191126:1406,182.09,247.25,19.97,24.38,2.41,0.0
20191126:1506,32.34,65.21,6.09,22.73,2.28,0.0
20191126:1606,0.0,0.0,0.0,21.69,1.79,0.0
20191126:1706,0.0,0.0,0.0,20.97,2.0,0.0
20191126:1806,0.0,0.0,0.0,20.45,2.07,0.0
20191126:1906,0.0,0.0,0.0,20.04,1.66,0.0
20191126:2006,0.0,0.0,0.0,19.57,1.66,0.0
20191126:2106,0.0,0.0,0.0,19.45,1.66,0.0
20191126:2206,0.0,0.0,0.0,19.36,1.72,0.0
20191126:2306,0.0,0.0,0.0,18.94,1.72,0.0
20191127:0006,0.0,0.0,0.0,18.37,1.79,0.0
20191127:0106,0.0,0.0,0.0,17.85,1.59,0.0
20191127:0206,0.0,0.0,0.0,17.31,1.52,0.0
20191127:0306,0.0,0.0,0.0,16.83,1.66,0.0
20191127:0406,20.84,41.24,6.16,16.55,1.59,0.0
20191127:0506,253.55,338.26,20.02,19.05,1.1,0.0
20191127:0606,447.72,571.72,33.58,21.46,1.66,0.0
20191127:0706,610.29,786.36,46.48,23.74,2.69,0.0
20191127:0806,703.66,922.63,57.87,25.39,3.1,0.0
20191127:0906,765.99,1018.15,65.47,26.77,3.38,0.0
20191127:1006,787.78,1049.83,65.47,27.77,3.72,0.0
20191127:1106,725.01,957.79,57.86,28.16,3.79,0.0
20191127:1206,575.49,749.63,46.47,28.36,3.79,0.0
20191127:1306,444.68,577.33,33.57,28.09,3.59,0.0
20191127:1406,224.84,308.8,20.01,27.67,3.17,0.0
20191127:1506,35.36,73.44,6.15,26.41,2.28,0.0
20191127:1606,0.0,0.0,0.0,24.96,2.07,0.0
20191127:1706,0.0,0.0,0.0,23.98,2.14,0.0
20191127:1806,0.0,0.0,0.0,23.31,2.34,0.0
20191127:1906,0.0,0.0,0.0,22.25,2.28,0.0
20191127:2006,0.0,0.0,0.0,21.45,2.07,0.0
20191127:2106,0.0,0.0,0.0,20.86,2.0,0.0
20191127:2206,0.0,0.0,0.0,20.54,1.93,0.0
20191127:2306,0.0,0.0,0.0,20.25,1.79,0.0
20191128:0006,0.0,0.0,0.0,19.96,1.72,0.0
20191128:0106,0.0,0.0,0.0,19.77,1.66,0.0
20191128:0206,0.0,0.0,0.0,19.35,1.66,0.0
20191128:0306,0.0,0.0,0.0,18.96,1.59,0.0
20191128:0406,34.88,69.64,6.07,18.56,1.52,0.0
20191128:0506,239.49,321.14,19.91,20.27,1.1,0.0
20191128:0606,438.92,563.38,33.45,22.56,1.66,0.0
20191128:0706,586.63,763.09,46.33,24.42,2.07,0.0
20191128:0806,682.74,901.66,57.69,25.89,2.62,0.0
20191128:0906,710.67,945.11,65.28,26.81,2.97,0.0
20191128:1006,641.34,849.71,65.32,27.25,2.97,0.0
20191128:1106,698.23,928.34,57.79,27.63,2.9,0.0
20191128:1206,559.11,733.66,46.46,28.0,2.76,0.0
20191128:1306,438.01,572.04,33.59,27.97,2.69,0.0
20191128:1406,234.44,323.18,20.05,27.66,2.48,0.0
20191128:1506,30.04,60.88,6.21,26.53,1.24,0.0
20191128:1606,0.0,0.0,0.0,25.25,1.59,0.0
20191128:1706,0.0,0.0,0.0,24.06,1.93,0.0
20191128:1806,0.0,0.0,0.0,23.11,2.14,0.0
20191128:1906,0.0,0.0,0.0,22.07,1.66,0.0
20191128:2006,0.0,0.0,0.0,21.35,1.45,0.0
20191128:2106,0.0,0.0,0.0,20.49,1.17,0.0
20191128:2206,0.0,0.0,0.0,20.02,0.97,0.0
20191128:2306,0.0,0.0,0.0,19.76,0.76,0.0
20191129:0006,0.0,0.0,0.0,19.96,0.48,0.0
20191129:0106,0.0,0.0,0.0,19.09,0.62,0.0
20191129:0206,0.0,0.0,0.0,18.55,0.62,0.0
20191129:0306,0.0,0.0,0.0,17.5,1.03,0.0
20191129:0406,30.6,60.45,5.97,17.23,1.17,0.0
20191129:0506,231.82,310.97,19.8,19.87,0.76,0.0
20191129:0606,429.93,553.78,33.32,22.71,1.38,0.0
20191129:0706,561.8,732.04,46.18,24.57,1.86,0.0
20191129:0806,588.12,778.29,57.51,26.04,1.93,0.0
20191129:0906,629.2,845.79,65.09,27.12,1.79,0.0
20191129:1006,713.92,980.67,65.18,27.83,1.45,0.0
20191129:1106,667.87,914.78,57.72,28.22,1.17,0.0
20191129:1206,581.1,779.5,46.44,28.41,1.38,0.0
20191129:1306,427.17,563.45,33.61,28.53,1.86,0.0
20191129:1406,233.01,322.18,20.1,27.94,2.07,0.0
20191129:1506,35.99,74.69,6.28,26.96,1.45,0.0
20191129:1606,0.0,0.0,0.0,25.17,1.17,0.0
20191129:1706,0.0,0.0,0.0,24.26,1.38,0.0
20191129:1806,0.0,0.0,0.0,23.45,1.52,0.0
20191129:1906,0.0,0.0,0.0,22.11,1.17,0.0
20191129:2006,0.0,0.0,0.0,22.8,0.55,0.0
20191129:2106,0.0,0.0,0.0,22.15,0.62,0.0
20191129:2206,0.0,0.0,0.0,22.08,0.28,0.0
20191129:2306,0.0,0.0,0.0,21.36,0.41,0.0
20191130:0006,0.0,0.0,0.0,19.78,0.97,0.0
20191130:0106,0.0,0.0,0.0,19.06,1.1,0.0
20191130:0206,0.0,0.0,0.0,18.71,1.03,0.0
20191130:0306,0.0,0.0,0.0,18.38,0.9,0.0
20191130:0406,9.96,23.97,5.87,18.36,0.69,0.0
20191130:0506,21.62,40.95,19.69,20.39,0.62,0.0
20191130:0606,55.82,85.9,33.19,22.19,0.62,0.0
20191130:0706,66.32,99.88,46.02,24.29,0.97,0.0
20191130:0806,273.05,360.08,57.33,25.4,1.17,0.0
20191130:0906,605.15,818.26,64.9,26.28,1.03,0.0
20191130:1006,631.36,864.3,65.05,27.01,0.83,0.0
20191130:1106,582.17,791.41,57.67,27.44,0.76,0.0
20191130:1206,545.47,732.06,46.44,27.6,0.9,0.0
20191130:1306,409.94,541.39,33.64,27.27,1.1,0.0
20191130:1406,229.52,317.48,20.15,26.94,0.97,0.0
20191130:1506,30.18,60.83,6.35,25.91,0.34,0.0
20191130:1606,0.0,0.0,0.0,24.31,0.69,0.0
20191130:1706,0.0,0.0,0.0,23.27,1.24,0.0
20191130:1806,0.0,0.0,0.0,21.99,1.31,0.0
20191130:1906,0.0,0.0,0.0,21.5,1.31,0.0
20191130:2006,0.0,0.0,0.0,21.08,1.17,0.0
20191130:2106,0.0,0.0,0.0,20.97,0.9,0.0
20191130:2206,0.0,0.0,0.0,20.8,0.9,0.0
20191130:2306,0.0,0.0,0.0,20.52,1.31,0.0
20191201:0006,0.0,0.0,0.0,20.31,1.38,0.0
20191201:0106,0.0,0.0,0.0,19.97,1.1,0.0
20191201:0206,0.0,0.0,0.0,19.82,0.76,0.0
20191201:0306,0.0,0.0,0.0,19.51,0.83,0.0
20191201:0406,5.54,16.98,5.78,19.35,0.55,0.0
20191201:0506,99.37,139.73,19.57,20.79,0.28,0.0
20191201:0606,175.24,233.43,33.06,22.62,0.76,0.0
20191201:0706,506.86,665.22,45.87,24.49,1.03,0.0
20191201:0806,485.97,644.87,57.16,25.64,0.97,0.0
20191201:0906,601.85,812.06,64.72,26.94,1.31,0.0
20191201:1006,139.61,193.77,64.92,27.9,1.38,0.0
20191201:1106,252.48,337.87,57.61,27.84,1.1,0.0
20191201:1206,411.59,546.6,46.44,27.76,1.03,0.0
20191201:1306,68.91,104.88,33.67,28.17,0.9,0.0
20191201:1406,63.18,96.88,20.2,26.57,0.83,0.0
20191201:1506,20.0,41.22,6.42,24.6,1.38,0.0
20191201:1606,0.0,0.0,0.0,23.44,1.24,0.0
20191201:1706,0.0,0.0,0.0,22.47,1.52,0.0
20191201:1806,0.0,0.0,0.0,21.8,1.52,0.0
20191201:1906,0.0,0.0,0.0,20.36,1.17,0.0
20191201:2006,0.0,0.0,0.0,20.05,1.24,0.0
20191201:2106,0.0,0.0,0.0,19.82,1.1,0.0
20191201:2206,0.0,0.0,0.0,19.6,0.9,0.0
20191201:2306,0.0,0.0,0.0,19.35,0.9,0.0
20191202:0006,0.0,0.0,0.0,19.11,0.9,0.0
20191202:0106,0.0,0.0,0.0,19.0,0.76,0.0
20191202:0206,0.0,0.0,0.0,19.25,0.28,0.0
20191202:0306,0.0,0.0,0.0,19.03,0.34,0.0
20191202:0406,0.0,4.99,5.68,18.98,0.07,0.0
20191202:0506,62.73,93.89,19.46,20.36,0.48,0.0
20191202:0606,350.65,452.14,32.93,21.46,0.62,0.0
20191202:0706,553.23,730.9,45.72,23.58,0.62,0.0
20191202:0806,661.74,896.65,56.99,25.14,0.83,0.0
20191202:0906,648.1,880.89,64.55,26.39,1.1,0.0
20191202:1006,533.95,715.93,64.8,27.18,1.31,0.0
20191202:1106,629.18,851.06,57.56,27.67,1.38,0.0
20191202:1206,572.14,771.46,46.44,27.43,0.76,0.0
20191202:1306,382.69,507.87,33.7,26.87,0.48,0.0
20191202:1406,246.03,339.83,20.26,26.47,0.97,0.0
20191202:1506,40.33,82.42,6.49,25.32,0.76,0.0
20191202:1606,0.0,0.0,0.0,23.29,1.38,0.0
20191202:1706,0.0,0.0,0.0,22.02,0.76,0.0
20191202:1806,0.0,0.0,0.0,21.35,0.34,0.0
20191202:1906,0.0,0.0,0.0,20.86,0.62,0.0
20191202:2006,0.0,0.0,0.0,20.49,0.21,0.0
20191202:2106,0.0,0.0,0.0,20.27,0.41,0.0
20191202:2206,0.0,0.0,0.0,20.07,0.9,0.0
20191202:2306,0.0,0.0,0.0,19.85,0.97,0.0
20191203:0006,0.0,0.0,0.0,19.47,0.62,0.0
20191203:0106,0.0,0.0,0.0,19.45,0.34,0.0
20191203:0206,0.0,0.0,0.0,19.27,0.76,0.0
20191203:0306,0.0,0.0,0.0,18.95,1.03,0.0
20191203:0406,8.0,20.98,5.57,18.86,0.76,0.0
20191203:0506,184.41,247.6,19.34,19.74,0.69,0.0
20191203:0606,147.18,197.97,32.8,21.3,0.48,0.0
20191203:0706,340.75,441.02,45.57,22.51,0.97,0.0
20191203:0806,414.14,540.66,56.82,23.55,1.03,0.0
20191203:0906,392.26,514.24,64.38,24.79,1.31,0.0
20191203:1006,291.32,383.99,64.69,25.78,1.38,0.0
20191203:1106,165.4,224.73,57.52,26.37,1.31,0.0
20191203:1206,301.19,398.08,46.45,26.96,1.31,0.0
20191203:1306,271.32,358.45,33.74,26.83,1.38,0.0
20191203:1406,113.24,160.36,20.32,26.34,1.1,0.0
20191203:1506,0.05,5.99,6.57,24.81,1.45,0.0
20191203:1606,0.0,0.0,0.0,22.8,1.31,0.0
20191203:1706,0.0,0.0,0.0,22.19,0.48,0.0
20191203:1806,0.0,0.0,0.0,21.68,0.69,0.0
20191203:1906,0.0,0.0,0.0,20.34,0.9,0.0
20191203:2006,0.0,0.0,0.0,20.04,0.83,0.0
20191203:2106,0.0,0.0,0.0,19.81,1.03,0.0
20191203:2206,0.0,0.0,0.0,19.56,0.97,0.0
20191203:2306,0.0,0.0,0.0,19.3,0.83,0.0
20191204:0006,0.0,0.0,0.0,19.08,0.83,0.0
20191204:0106,0.0,0.0,0.0,18.85,0.62,0.0
20191204:0206,0.0,0.0,0.0,18.85,0.28,0.0
20191204:0306,0.0,0.0,0.0,18.57,0.34,0.0
20191204:0406,1.3,8.99,5.47,18.65,0.34,0.0
20191204:0506,52.72,80.9,19.23,19.06,0.83,0.0
20191204:0606,73.08,106.87,32.67,20.64,0.28,0.0
20191204:0706,123.57,167.8,45.43,19.98,1.03,0.0
20191204:0806,516.02,667.67,56.66,20.5,1.03,0.0
20191204:0906,573.48,744.0,64.22,20.41,1.38,0.0
20191204:1006,533.91,691.76,64.58,20.67,1.31,0.0
20191204:1106,570.9,745.6,57.49,20.76,0.9,0.0
20191204:1206,490.97,634.38,46.46,20.8,0.76,0.0
20191204:1306,341.24,439.11,33.78,21.54,0.83,0.0
20191204:1406,63.18,94.89,20.38,21.65,0.83,0.0
20191204:1506,39.68,77.51,6.64,21.8,0.83,0.0
20191204:1606,0.0,0.0,0.0,21.18,0.76,0.0
20191204:1706,0.0,0.0,0.0,20.19,0.9,0.0
20191204:1806,0.0,0.0,0.0,19.63,1.31,0.0
20191204:1906,0.0,0.0,0.0,19.62,1.38,0.0
20191204:2006,0.0,0.0,0.0,19.47,1.24,0.0
20191204:2106,0.0,0.0,0.0,19.07,1.38,0.0
20191204:2206,0.0,0.0,0.0,19.05,1.24,0.0
20191204:2306,0.0,0.0,0.0,18.97,1.24,0.0
20191205:0006,0.0,0.0,0.0,18.86,1.1,0.0
20191205:0106,0.0,0.0,0.0,18.72,1.03,0.0
20191205:0206,0.0,0.0,0.0,18.43,1.17,0.0
20191205:0306,0.0,0.0,0.0,18.15,1.24,0.0
20191205:0406,0.46,6.99,5.37,18.12,1.1,0.0
20191205:0506,47.91,74.91,19.11,19.25,1.1,0.0
20191205:0606,198.25,259.18,32.54,21.03,1.31,0.0
20191205:0706,466.92,600.67,45.28,22.29,1.52,0.0
